2020_01_21_12_44

[12:30:44.14] 开始加载UI
[12:30:45.55] 开始获取一言
[12:30:46.11] 获取一言成功，耗时：00:00:00.5536584
[12:30:46.11] UI加载完成，耗时：00:00:01.9687813
[12:31:37.24] 开始获取一言
[12:31:37.45] 获取一言成功，耗时：00:00:00.2058720
[12:31:54.46] 开始获取一言
[12:31:54.61] 获取一言成功，耗时：00:00:00.1469089
[12:32:11.00] 开始获取一言
[12:32:11.21] 获取一言成功，耗时：00:00:00.2128694
[12:32:14.72] 开始获取一言
[12:32:14.92] 获取一言成功，耗时：00:00:00.2057734
[12:32:27.32] 开始获取一言
[12:32:27.59] 获取一言成功，耗时：00:00:00.2648369
